UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
MT;Nossa Senhora do Livramento;11658;5106109
MT;Nova Bandeirantes;14160;5106158
MT;Nova Nazaré;4467;5106174
MT;Nova Lacerda;6965;5106182
MT;Nova Santa Helena;4431;5106190
MT;Nova Brasilândia;3853;5106208
MT;Nova Canaã do Norte;11771;5106216
MT;Nova Mutum;61223;5106224
MT;Nova Olímpia;16314;5106232
MT;Nova Ubiratã;9589;5106240
MT;Nova Xavantina;25486;5106257
MT;Novo Mundo;6444;5106265
MT;Novo Horizonte do Norte;3307;5106273
MT;Novo São Joaquim;7160;5106281
MT;Paranaíta;11989;5106299
MT;Paranatinga;28204;5106307
MT;Novo Santo Antônio;2040;5106315
MT;Pedra Preta;18722;5106372
MT;Peixoto de Azevedo;33599;5106422
MT;Planalto da Serra;3287;5106455
MT;Poconé;31269;5106505
MT;Pontal do Araguaia;7299;5106653
MT;Ponte Branca;2076;5106703
MT;Pontes e Lacerda;54795;5106752
MT;Porto Alegre do Norte;12524;5106778
MT;Porto dos Gaúchos;5690;5106802
MT;Porto Esperidião;10167;5106828
MT;Porto Estrela;3181;5106851
MT;Poxoréu;24587;5107008
MT;Primavera do Leste;92927;5107040
MT;Querência;29820;5107065
MT;São José dos Quatro Marcos;17830;5107107
MT;Reserva do Cabaçal;2062;5107156
MT;Ribeirão Cascalheira;10431;5107180
MT;Ribeirãozinho;2697;5107198
MT;Rio Branco;4489;5107206
MT;Santa Carmem;5677;5107248
MT;Santo Afonso;2460;5107263
MT;São José do Povo;2780;5107297
MT;São José do Rio Claro;14662;5107305
MT;São José do Xingu;6168;5107354
MT;São Pedro da Cipa;4247;5107404
MT;Rondolândia;3527;5107578
MT;Rondonópolis;259167;5107602
MT;Rosário Oeste;15236;5107701
MT;Santa Cruz do Xingu;2834;5107743
MT;Salto do Céu;3679;5107750
MT;Santa Rita do Trivelato;3463;5107768
MT;Santa Terezinha;7720;5107776
MT;Santo Antônio do Leste;4212;5107792
MT;Santo Antônio do Leverger;16795;5107800
MT;São Félix do Araguaia;14332;5107859
MT;Sapezal;31499;5107875
MT;Serra Nova Dourada;1901;5107883
MT;Sinop;216029;5107909
MT;Sorriso;120561;5107925
MT;Tabaporã;9908;5107941
MT;Tangará da Serra;112547;5107958
MT;Tapurah;15272;5108006
MT;Terra Nova do Norte;10641;5108055
MT;Tesouro;2977;5108105
MT;Torixoréu;4230;5108204
MT;União do Sul;3897;5108303
MT;Vale de São Domingos;2907;5108352
MT;Várzea Grande;314627;5108402
MT;Vera;10584;5108501
MT;Vila Rica;19827;5108600
MT;Nova Guarita;4579;5108808
MT;Nova Marilândia;3678;5108857
MT;Nova Maringá;5775;5108907
MT;Nova Monte Verde;8451;5108956
GO;Abadia de Goiás;21165;5200050
GO;Abadiânia;17638;5200100
GO;Acreúna;21995;5200134
GO;Adelândia;2297;5200159
GO;Água Fria de Goiás;4991;5200175
GO;Água Limpa;1856;5200209
GO;Águas Lindas de Goiás;240613;5200258
GO;Alexânia;28009;5200308
GO;Aloândia;1984;5200506
GO;Alto Horizonte;6375;5200555
GO;Alto Paraíso de Goiás;10936;5200605
GO;Alvorada do Norte;8597;5200803
GO;Amaralina;3281;5200829
GO;Americano do Brasil;5281;5200852
GO;Amorinópolis;2952;5200902
GO;Anápolis;415847;5201108
GO;Anhanguera;921;5201207
GO;Anicuns;18443;5201306
GO;Aparecida de Goiânia;550925;5201405
GO;Aparecida do Rio Doce;3012;5201454
GO;Aporé;4452;5201504
GO;Araçu;3842;5201603
GO;Aragarças;18604;5201702
GO;Aragoiânia;12554;5201801
GO;Araguapaz;7182;5202155
GO;Arenópolis;2930;5202353
GO;Aruanã;8515;5202502
GO;Aurilândia;3266;5202601
GO;Avelinópolis;2963;5202809
GO;Baliza;3335;5203104
GO;Barro Alto;10738;5203203
GO;Bela Vista de Goiás;36583;5203302
GO;Bom Jardim de Goiás;7824;5203401
GO;Bom Jesus de Goiás;24701;5203500
GO;Bonfinópolis;10828;5203559
GO;Bonópolis;3306;5203575
GO;Brazabrantes;4149;5203609
GO;Britânia;5788;5203807
GO;Buriti Alegre;10831;5203906
GO;Buriti de Goiás;2789;5203939
GO;Buritinópolis;3154;5203962
GO;Cabeceiras;7678;5204003
GO;Cachoeira Alta;11789;5204102
GO;Cachoeira de Goiás;1419;5204201
GO;Cachoeira Dourada;7801;5204250
GO;Caçu;14006;5204300
GO;Caiapônia;16655;5204409
GO;Caldas Novas;104788;5204508
GO;Caldazinha;4735;5204557
GO;Campestre de Goiás;3854;5204607
GO;Campinaçu;3758;5204656
GO;Campinorte;12879;5204706
GO;Campo Alegre de Goiás;7711;5204805
GO;Campo Limpo de Goiás;8449;5204854
GO;Campos Belos;18258;5204904
GO;Campos Verdes;3899;5204953
GO;Carmo do Rio Verde;9937;5205000
GO;Castelândia;2921;5205059
GO;Catalão;120789;5205109
GO;Caturaí;5318;5205208
GO;Cavalcante;9721;5205307
GO;Ceres;22484;5205406
GO;Cezarina;8265;5205455
GO;Chapadão do Céu;13897;5205471
GO;Cidade Ocidental;98963;5205497
GO;Cocalzinho de Goiás;26638;5205513
GO;Colinas do Sul;4153;5205521
GO;Córrego do Ouro;2456;5205703
GO;Corumbá de Goiás;10714;5205802
GO;Corumbaíba;9416;5205901
GO;Cristalina;65705;5206206
GO;Cristianópolis;3630;5206305
GO;Crixás;17445;5206404
GO;Cromínia;3977;5206503
GO;Cumari;2955;5206602
GO;Damianópolis;3884;5206701
GO;Damolândia;2755;5206800
GO;Davinópolis;1901;5206909
GO;Diorama;2023;5207105
GO;Doverlândia;6895;5207253
GO;Edealina;4087;5207352
GO;Edéia;11953;5207402
GO;Estrela do Norte;3224;5207501
GO;Faina;7164;5207535
GO;Fazenda Nova;5878;5207600
GO;Firminópolis;10365;5207808
GO;Flores de Goiás;14156;5207907
GO;Formosa;120478;5208004
GO;Formoso;4681;5208103
GO;Gameleira de Goiás;3542;5208152
GO;Divinópolis de Goiás;4440;5208301
GO;Goianápolis;14555;5208400
GO;Goiandira;4986;5208509
GO;Goianésia;77014;5208608
GO;Goiânia;1494599;5208707
GO;Goianira;78754;5208806
GO;Goiás;24233;5208905
GO;Goiatuba;36777;5209101
GO;Gouvelândia;4356;5209150
GO;Guapó;20588;5209200
GO;Guaraíta;2185;5209291
GO;Guarani de Goiás;4106;5209408
GO;Guarinos;2165;5209457
GO;Heitoraí;3360;5209606
GO;Hidrolândia;29827;5209705
GO;Hidrolina;3514;5209804
GO;Iaciara;10430;5209903
GO;Inaciolândia;6061;5209937
GO;Indiara;17747;5209952
GO;Inhumas;53629;5210000
GO;Ipameri;26163;5210109
GO;Ipiranga de Goiás;2964;5210158
GO;Iporá;36983;5210208
GO;Israelândia;2540;5210307
GO;Itaberaí;46943;5210406
GO;Itaguari;5088;5210562
GO;Itaguaru;4880;5210604
GO;Itajá;4328;5210802
GO;Itapaci;21708;5210901
GO;Itapirapuã;8125;5211008
GO;Itapuranga;26574;5211206
GO;Itarumã;6142;5211305
GO;Itauçu;7701;5211404
GO;Itumbiara;112289;5211503
GO;Ivolândia;2729;5211602
GO;Jandaia;6360;5211701
GO;Jaraguá;46427;5211800
GO;Jataí;110404;5211909
GO;Jaupaci;2946;5212006
GO;Jesúpolis;2124;5212055
GO;Joviânia;7247;5212105
GO;Jussara;19901;5212204
GO;Lagoa Santa;1426;5212253
GO;Leopoldo de Bulhões;9035;5212303
GO;Luziânia;218872;5212501
GO;Mairipotaba;2618;5212600
GO;Mambaí;8405;5212709
GO;Mara Rosa;10815;5212808
GO;Marzagão;2893;5212907
GO;Matrinchã;4033;5212956
GO;Maurilândia;10239;5213004
GO;Mimoso de Goiás;2633;5213053
GO;Minaçu;26939;5213087
GO;Mineiros;73781;5213103
GO;Moiporá;1693;5213400
GO;Monte Alegre de Goiás;6613;5213509
GO;Montes Claros de Goiás;8972;5213707
GO;Montividiu;12957;5213756
GO;Montividiu do Norte;3770;5213772
GO;Morrinhos;53640;5213806
GO;Morro Agudo de Goiás;2499;5213855
GO;Mossâmedes;4655;5213905
GO;Mozarlândia;15109;5214002
GO;Mundo Novo;6223;5214051
GO;Mutunópolis;3562;5214101
GO;Nazário;8330;5214408
GO;Nerópolis;33706;5214507
GO;Niquelândia;34466;5214606
GO;Nova América;2375;5214705
GO;Nova Aurora;2130;5214804
GO;Nova Crixás;13095;5214838
GO;Nova Glória;8375;5214861
GO;Nova Iguaçu de Goiás;3072;5214879
GO;Nova Roma;3053;5214903
GO;Nova Veneza;9790;5215009
GO;Novo Brasil;3568;5215207
GO;Novo Gama;107092;5215231
GO;Novo Planalto;3723;5215256
GO;Orizona;16890;5215306
GO;Ouro Verde de Goiás;4108;5215405
GO;Ouvidor;7542;5215504
GO;Padre Bernardo;36692;5215603
GO;Palestina de Goiás;3132;5215652
GO;Palmeiras de Goiás;33749;5215702
GO;Palmelo;2273;5215801
GO;Palminópolis;3939;5215900
GO;Panamá;2449;5216007
GO;Paranaiguara;7470;5216304
GO;Paraúna;10749;5216403
GO;Perolândia;3000;5216452
GO;Petrolina de Goiás;9577;5216809
GO;Pilar de Goiás;2288;5216908
GO;Piracanjuba;25309;5217104
GO;Piranhas;11913;5217203
GO;Pirenópolis;27757;5217302
GO;Pires do Rio;33494;5217401
GO;Planaltina;110619;5217609
GO;Pontalina;18685;5217708
GO;Porangatu;45400;5218003
GO;Porteirão;4225;5218052
GO;Portelândia;3234;5218102
GO;Posse;36060;5218300
GO;Professor Jamil;3732;5218391
GO;Quirinópolis;49986;5218508
GO;Rialma;12551;5218607
GO;Rianápolis;3938;5218706
GO;Rio Quente;3994;5218789
GO;Rio Verde;238025;5218805
GO;Rubiataba;20132;5218904
GO;Sanclerlândia;8063;5219001
GO;Santa Bárbara de Goiás;6280;5219100
GO;Santa Cruz de Goiás;3016;5219209
GO;Santa Fé de Goiás;5036;5219258
GO;Santa Helena de Goiás;39481;5219308
GO;Santa Isabel;3556;5219357
GO;Santa Rita do Araguaia;5842;5219407
GO;Santa Rita do Novo Destino;2648;5219456
GO;Santa Rosa de Goiás;2837;5219506
GO;Santa Tereza de Goiás;3225;5219605
GO;Santa Terezinha de Goiás;10818;5219704
GO;Santo Antônio da Barra;4293;5219712
GO;Santo Antônio de Goiás;7873;5219738
GO;Santo Antônio do Descoberto;74614;5219753
GO;São Domingos;9581;5219803
GO;São Francisco de Goiás;6491;5219902
GO;São João d'Aliança;14757;5220009
GO;São João da Paraúna;1807;5220058
GO;São Luís de Montes Belos;35031;5220108
GO;São Luiz do Norte;4926;5220157
GO;São Miguel do Araguaia;22079;5220207
GO;São Miguel do Passa Quatro;4621;5220264
GO;São Patrício;2190;5220280
GO;São Simão;17194;5220405
GO;Senador Canedo;169849;5220454
GO;Serranópolis;8201;5220504
GO;Silvânia;22939;5220603
GO;Simolândia;5693;5220686
GO;Sítio d'Abadia;2973;5220702
GO;Taquaral de Goiás;4146;5221007
GO;Teresina de Goiás;2685;5221080
GO;Terezópolis de Goiás;8243;5221197
GO;Três Ranchos;2970;5221304
GO;Trindade;150858;5221403
GO;Trombas;3106;5221452
GO;Turvânia;4478;5221502
GO;Turvelândia;5130;5221551
GO;Uirapuru;2809;5221577
GO;Uruaçu;44150;5221601
GO;Uruana;13871;5221700
GO;Urutaí;3667;5221809
GO;Valparaíso de Goiás;213506;5221858
GO;Varjão;3768;5221908
GO;Vianópolis;15476;5222005
GO;Vicentinópolis;9077;5222054
GO;Vila Boa;4185;5222203
GO;Vila Propício;5982;5222302
DF;Brasília;2982818;5300108
